STATE/UT,YEAR,Crime Head,No. Of Cases Reported,No. of Victims upto 10 years,No. of Victims 10-14 years,No. of Victims 14-18 years,No. of Victims 18-30 years,No. of Victims 30-50 years,No. of Victims above 50 years,Total Victims
Andhra Pradesh,2001,Incest cases,4,0,2,0,2,0,0,4
Andhra Pradesh,2001,Other rape cases,867,57,136,254,326,80,14,867
Andhra Pradesh,2001,Total,871,57,138,254,328,80,14,871
Andhra Pradesh,2002,Incest cases,5,0,2,0,3,0,0,5
Andhra Pradesh,2002,Other rape cases,997,35,65,35,706,148,8,997
Andhra Pradesh,2002,Total,1002,35,67,35,709,148,8,1002
Andhra Pradesh,2003,Total,946,33,135,215,429,127,7,946
Andhra Pradesh,2003,Other rape cases,931,30,133,214,422,125,7,931
Andhra Pradesh,2003,Incest cases,15,3,2,1,7,2,0,15
Andhra Pradesh,2004,Incest cases,5,1,0,3,1,0,0,5
Andhra Pradesh,2004,Total,1016,55,145,163,516,130,7,1016
Andhra Pradesh,2004,Other rape cases,1011,54,145,160,515,130,7,1011
Andhra Pradesh,2005,Incest cases,18,2,4,0,6,6,0,18
Andhra Pradesh,2005,Total,935,32,106,177,490,124,6,935
Andhra Pradesh,2005,Other rape cases,917,30,102,177,484,118,6,917
Andhra Pradesh,2006,Incest cases,1,0,0,0,1,0,0,1
Andhra Pradesh,2006,Other rape cases,1048,46,128,238,535,91,10,1048
Andhra Pradesh,2006,Total,1049,46,128,238,536,91,10,1049
Andhra Pradesh,2007,Incest cases,7,0,0,4,3,0,0,7
Andhra Pradesh,2007,Other rape cases,1063,52,110,197,569,128,7,1063
Andhra Pradesh,2007,Total,1070,52,110,201,572,128,7,1070
Andhra Pradesh,2008,Incest cases,13,2,2,1,5,1,2,13
Andhra Pradesh,2008,Total,1257,49,126,237,660,174,11,1257
Andhra Pradesh,2008,Other rape cases,1244,47,124,236,655,173,9,1244
Andhra Pradesh,2009,Incest cases,2,0,0,2,0,0,0,2
Andhra Pradesh,2009,Total,1188,41,167,208,642,116,14,1188
Andhra Pradesh,2009,Other rape cases,1186,41,167,206,642,116,14,1186
Andhra Pradesh,2010,Incest cases,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Other rape cases,1362,30,133,283,749,152,15,1362
Andhra Pradesh,2010,Total,1362,30,133,283,749,152,15,1362
Andhra Pradesh,2011,Incest cases,0,0,0,0,0,0,0,0
Andhra Pradesh,2011,Other rape cases,1442,99,147,400,652,136,8,1442
Andhra Pradesh,2011,Total,1442,99,147,400,652,136,8,1442
Andhra Pradesh,2012,Incest cases,0,0,0,0,0,0,0,0
Andhra Pradesh,2012,Total,1341,123,125,379,545,150,19,1341
Andhra Pradesh,2012,Other rape cases,1341,123,125,379,545,150,19,1341
Arunachal Pradesh,2001,Total,33,0,0,1,28,4,0,33
Arunachal Pradesh,2001,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Other rape cases,33,0,0,1,28,4,0,33
Arunachal Pradesh,2002,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Other rape cases,38,0,0,3,30,5,0,38
Arunachal Pradesh,2002,Total,38,0,0,3,30,5,0,38
Arunachal Pradesh,2003,Other rape cases,31,3,5,4,19,0,0,31
Arunachal Pradesh,2003,Total,31,3,5,4,19,0,0,31
Arunachal Pradesh,2003,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Other rape cases,42,2,9,0,31,0,0,42
Arunachal Pradesh,2004,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Total,42,2,9,0,31,0,0,42
Arunachal Pradesh,2005,Total,35,3,5,2,25,0,0,35
Arunachal Pradesh,2005,Other rape cases,35,3,5,2,25,0,0,35
Arunachal Pradesh,2005,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Other rape cases,37,0,0,0,34,3,0,37
Arunachal Pradesh,2006,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Total,37,0,0,0,34,3,0,37
Arunachal Pradesh,2007,Total,48,1,0,0,42,5,0,48
Arunachal Pradesh,2007,Other rape cases,48,1,0,0,42,5,0,48
Arunachal Pradesh,2007,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Other rape cases,42,4,7,0,31,0,0,42
Arunachal Pradesh,2008,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Total,42,4,7,0,31,0,0,42
Arunachal Pradesh,2009,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Other rape cases,59,4,12,0,42,1,0,59
Arunachal Pradesh,2009,Total,59,4,12,0,42,1,0,59
Arunachal Pradesh,2010,Total,47,2,10,0,34,1,0,47
Arunachal Pradesh,2010,Other rape cases,47,2,10,0,34,1,0,47
Arunachal Pradesh,2010,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Incest cases,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Total,42,6,13,1,22,0,0,42
Arunachal Pradesh,2011,Other rape cases,42,6,13,1,22,0,0,42
Arunachal Pradesh,2012,Total,46,4,10,4,28,0,0,46
Arunachal Pradesh,2012,Other rape cases,46,4,10,4,28,0,0,46
Arunachal Pradesh,2012,Incest cases,0,0,0,0,0,0,0,0
Assam,2001,Other rape cases,809,8,72,238,370,119,2,809
Assam,2001,Total,817,8,73,245,370,119,2,817
Assam,2001,Incest cases,8,0,1,7,0,0,0,8
Assam,2002,Other rape cases,960,0,0,3,616,341,0,960
Assam,2002,Total,970,0,0,3,621,346,0,970
Assam,2002,Incest cases,10,0,0,0,5,5,0,10
Assam,2003,Total,1095,0,5,0,827,260,3,1095
Assam,2003,Other rape cases,1076,0,5,0,808,260,3,1076
Assam,2003,Incest cases,19,0,0,0,19,0,0,19
Assam,2004,Incest cases,15,0,0,0,14,1,0,15
Assam,2004,Other rape cases,1156,7,0,0,843,292,14,1156
Assam,2004,Total,1171,7,0,0,857,293,14,1171
Assam,2005,Incest cases,7,0,1,0,3,2,1,7
Assam,2005,Other rape cases,1231,19,33,37,844,284,14,1231
Assam,2005,Total,1238,19,34,37,847,286,15,1238
Assam,2006,Other rape cases,1232,8,18,32,886,286,2,1232
Assam,2006,Total,1244,8,21,32,892,289,2,1244
Assam,2006,Incest cases,12,0,3,0,6,3,0,12
Assam,2007,Total,1437,0,0,40,898,485,14,1437
Assam,2007,Other rape cases,1436,0,0,39,898,485,14,1436
Assam,2007,Incest cases,1,0,0,1,0,0,0,1
Assam,2008,Total,1438,2,5,20,849,541,21,1438
Assam,2008,Other rape cases,1431,2,5,20,844,539,21,1431
Assam,2008,Incest cases,7,0,0,0,5,2,0,7
Assam,2009,Total,1631,1,6,3,1230,377,14,1631
Assam,2009,Incest cases,9,0,0,0,7,2,0,9
Assam,2009,Other rape cases,1622,1,6,3,1223,375,14,1622
Assam,2010,Total,1721,1,9,29,1116,556,10,1721
Assam,2010,Incest cases,13,0,0,0,10,3,0,13
Assam,2010,Other rape cases,1708,1,9,29,1106,553,10,1708
Assam,2011,Incest cases,0,0,0,0,0,0,0,0
Assam,2011,Other rape cases,1700,4,9,27,1114,538,8,1700
Assam,2011,Total,1700,4,9,27,1114,538,8,1700
Assam,2012,Total,1716,5,151,177,1064,319,0,1716
Assam,2012,Other rape cases,1716,5,151,177,1064,319,0,1716
Assam,2012,Incest cases,0,0,0,0,0,0,0,0
Bihar,2001,Other rape cases,880,1,13,193,561,112,0,880
Bihar,2001,Total,888,1,15,198,562,112,0,888
Bihar,2001,Incest cases,8,0,2,5,1,0,0,8
Bihar,2002,Other rape cases,1037,0,2,1,803,231,0,1037
Bihar,2002,Incest cases,3,0,0,1,2,0,0,3
Bihar,2002,Total,1040,0,2,2,805,231,0,1040
Bihar,2003,Other rape cases,984,1,1,0,686,296,0,984
Bihar,2003,Incest cases,1,0,0,1,0,0,0,1
Bihar,2003,Total,985,1,1,1,686,296,0,985
Bihar,2004,Total,1390,0,3,0,1018,363,6,1390
Bihar,2004,Other rape cases,1384,0,3,0,1013,362,6,1384
Bihar,2004,Incest cases,6,0,0,0,5,1,0,6
Bihar,2005,Total,1147,0,6,2,872,267,0,1147
Bihar,2005,Other rape cases,1137,0,6,2,864,265,0,1137
Bihar,2005,Incest cases,10,0,0,0,8,2,0,10
Bihar,2006,Other rape cases,1225,0,0,15,953,248,9,1225
Bihar,2006,Total,1232,0,0,17,956,250,9,1232
Bihar,2006,Incest cases,7,0,0,2,3,2,0,7
Bihar,2007,Incest cases,2,0,2,0,0,0,0,2
Bihar,2007,Other rape cases,1553,9,26,79,1186,253,0,1553
Bihar,2007,Total,1555,9,28,79,1186,253,0,1555
Bihar,2008,Incest cases,3,0,0,0,1,2,0,3
Bihar,2008,Total,1302,0,11,80,1028,159,24,1302
Bihar,2008,Other rape cases,1299,0,11,80,1027,157,24,1299
Bihar,2009,Other rape cases,928,12,19,32,764,101,0,928
Bihar,2009,Incest cases,1,0,0,0,1,0,0,1
Bihar,2009,Total,929,12,19,32,765,101,0,929
Bihar,2010,Other rape cases,793,7,16,89,616,65,0,793
Bihar,2010,Incest cases,2,1,1,0,0,0,0,2
Bihar,2010,Total,795,8,17,89,616,65,0,795
Bihar,2011,Other rape cases,932,21,18,50,757,86,0,932
Bihar,2011,Total,934,23,18,50,757,86,0,934
Bihar,2011,Incest cases,2,2,0,0,0,0,0,2
Bihar,2012,Total,927,19,20,113,671,101,3,927
Bihar,2012,Other rape cases,922,19,19,112,668,101,3,922
Bihar,2012,Incest cases,5,0,1,1,3,0,0,5
Chhattisgarh,2001,Incest cases,6,0,3,1,1,1,0,6
Chhattisgarh,2001,Total,959,25,191,218,384,137,4,959
Chhattisgarh,2001,Other rape cases,953,25,188,217,383,136,4,953
Chhattisgarh,2002,Other rape cases,929,24,118,7,636,136,8,929
Chhattisgarh,2002,Total,992,26,131,25,652,147,11,992
Chhattisgarh,2002,Incest cases,63,2,13,18,16,11,3,63
Chhattisgarh,2003,Incest cases,39,1,2,16,13,7,0,39
Chhattisgarh,2003,Other rape cases,859,26,95,46,363,324,5,859
Chhattisgarh,2003,Total,898,27,97,62,376,331,5,898
Chhattisgarh,2004,Total,969,14,61,233,426,226,9,969
Chhattisgarh,2004,Incest cases,78,2,6,30,30,9,1,78
Chhattisgarh,2004,Other rape cases,891,12,55,203,396,217,8,891
Chhattisgarh,2005,Total,990,15,112,255,392,200,16,990
Chhattisgarh,2005,Other rape cases,880,14,102,222,353,173,16,880
Chhattisgarh,2005,Incest cases,110,1,10,33,39,27,0,110
Chhattisgarh,2006,Incest cases,97,6,12,33,29,15,2,97
Chhattisgarh,2006,Other rape cases,898,22,92,283,308,168,25,898
Chhattisgarh,2006,Total,995,28,104,316,337,183,27,995
Chhattisgarh,2007,Other rape cases,919,30,107,188,486,95,13,919
Chhattisgarh,2007,Total,982,32,117,219,500,101,13,982
Chhattisgarh,2007,Incest cases,63,2,10,31,14,6,0,63
Chhattisgarh,2008,Total,978,24,80,307,388,176,3,978
Chhattisgarh,2008,Other rape cases,947,24,77,292,376,175,3,947
Chhattisgarh,2008,Incest cases,31,0,3,15,12,1,0,31
Chhattisgarh,2009,Incest cases,24,1,2,8,6,5,2,24
Chhattisgarh,2009,Other rape cases,952,79,225,79,454,108,7,952
Chhattisgarh,2009,Total,976,80,227,87,460,113,9,976
Chhattisgarh,2010,Total,1012,24,87,271,424,190,16,1012
Chhattisgarh,2010,Other rape cases,991,24,85,268,411,187,16,991
Chhattisgarh,2010,Incest cases,21,0,2,3,13,3,0,21
Chhattisgarh,2011,Other rape cases,1014,33,97,313,373,185,13,1014
Chhattisgarh,2011,Incest cases,39,0,3,31,4,1,0,39
Chhattisgarh,2011,Total,1053,33,100,344,377,186,13,1053
Chhattisgarh,2012,Other rape cases,1004,28,92,391,378,111,4,1004
Chhattisgarh,2012,Incest cases,30,3,1,4,12,10,0,30
Chhattisgarh,2012,Total,1034,31,93,395,390,121,4,1034
Goa,2001,Other rape cases,12,3,7,1,0,1,0,12
Goa,2001,Incest cases,0,0,0,0,0,0,0,0
Goa,2001,Total,12,3,7,1,0,1,0,12
Goa,2002,Incest cases,0,0,0,0,0,0,0,0
Goa,2002,Other rape cases,12,1,3,3,4,1,0,12
Goa,2002,Total,12,1,3,3,4,1,0,12
Goa,2003,Total,31,6,9,8,7,2,0,32
Goa,2003,Incest cases,0,0,0,0,0,0,0,0
Goa,2003,Other rape cases,31,6,9,8,7,2,0,32
Goa,2004,Total,37,8,7,5,12,5,0,37
Goa,2004,Other rape cases,36,8,7,4,12,5,0,36
Goa,2004,Incest cases,1,0,0,1,0,0,0,1
Goa,2005,Total,20,4,4,7,4,1,0,20
Goa,2005,Incest cases,1,1,0,0,0,0,0,1
Goa,2005,Other rape cases,19,3,4,7,4,1,0,19
Goa,2006,Incest cases,1,0,0,0,1,0,0,1
Goa,2006,Other rape cases,20,1,4,9,4,1,1,20
Goa,2006,Total,21,1,4,9,5,1,1,21
Goa,2007,Incest cases,1,0,0,1,0,0,0,1
Goa,2007,Other rape cases,19,4,4,6,4,1,0,19
Goa,2007,Total,20,4,4,7,4,1,0,20
Goa,2008,Other rape cases,30,1,6,11,7,3,2,30
Goa,2008,Total,30,1,6,11,7,3,2,30
Goa,2008,Incest cases,0,0,0,0,0,0,0,0
Goa,2009,Incest cases,1,0,0,1,0,0,0,1
Goa,2009,Total,47,1,11,21,15,2,0,50
Goa,2009,Other rape cases,46,1,11,20,15,2,0,49
Goa,2010,Incest cases,2,0,0,2,0,0,0,2
Goa,2010,Other rape cases,34,4,5,12,11,0,2,34
Goa,2010,Total,36,4,5,14,11,0,2,36
Goa,2011,Incest cases,1,0,1,0,0,0,0,1
Goa,2011,Other rape cases,28,3,5,11,7,2,0,28
Goa,2011,Total,29,3,6,11,7,2,0,29
Goa,2012,Incest cases,3,0,1,2,0,0,0,3
Goa,2012,Total,55,5,5,28,13,4,0,55
Goa,2012,Other rape cases,52,5,4,26,13,4,0,52
Gujarat,2001,Other rape cases,284,15,23,85,125,36,0,284
Gujarat,2001,Total,286,15,23,87,125,36,0,286
Gujarat,2001,Incest cases,2,0,0,2,0,0,0,2
Gujarat,2002,Other rape cases,257,14,12,41,174,17,0,258
Gujarat,2002,Total,267,16,16,43,176,17,0,268
Gujarat,2002,Incest cases,10,2,4,2,2,0,0,10
Gujarat,2003,Total,236,17,17,46,143,13,0,236
Gujarat,2003,Other rape cases,229,16,17,43,140,13,0,229
Gujarat,2003,Incest cases,7,1,0,3,3,0,0,7
Gujarat,2004,Incest cases,14,0,2,2,7,3,0,14
Gujarat,2004,Total,339,12,27,57,194,47,2,339
Gujarat,2004,Other rape cases,325,12,25,55,187,44,2,325
Gujarat,2005,Incest cases,19,2,4,5,8,0,0,19
Gujarat,2005,Other rape cases,305,16,24,39,210,16,0,305
Gujarat,2005,Total,324,18,28,44,218,16,0,324
Gujarat,2006,Total,354,20,30,62,213,28,1,354
Gujarat,2006,Incest cases,16,0,2,0,14,0,0,16
Gujarat,2006,Other rape cases,338,20,28,62,199,28,1,338
Gujarat,2007,Incest cases,3,1,0,1,0,1,0,3
Gujarat,2007,Other rape cases,313,17,30,50,180,36,1,314
Gujarat,2007,Total,316,18,30,51,180,37,1,317
Gujarat,2008,Total,374,15,27,57,217,57,1,374
Gujarat,2008,Other rape cases,370,15,26,55,216,57,1,370
Gujarat,2008,Incest cases,4,0,1,2,1,0,0,4
Gujarat,2009,Total,433,15,27,50,308,32,1,433
Gujarat,2009,Other rape cases,415,14,25,47,298,30,1,415
Gujarat,2009,Incest cases,18,1,2,3,10,2,0,18
Gujarat,2010,Incest cases,4,1,0,2,1,0,0,4
Gujarat,2010,Total,408,22,28,53,261,42,2,408
Gujarat,2010,Other rape cases,404,21,28,51,260,42,2,404
Gujarat,2011,Incest cases,2,0,0,0,0,2,0,2
Gujarat,2011,Other rape cases,437,16,45,69,263,37,7,437
Gujarat,2011,Total,439,16,45,69,263,39,7,439
Gujarat,2012,Total,473,24,37,89,264,57,1,472
Gujarat,2012,Other rape cases,465,23,35,87,261,57,1,464
Gujarat,2012,Incest cases,8,1,2,2,3,0,0,8
Haryana,2001,Total,398,34,62,125,134,40,3,398
Haryana,2001,Other rape cases,398,34,62,125,134,40,3,398
Haryana,2001,Incest cases,0,0,0,0,0,0,0,0
Haryana,2002,Total,361,29,49,6,237,39,1,361
Haryana,2002,Other rape cases,309,29,43,3,198,35,1,309
Haryana,2002,Incest cases,52,0,6,3,39,4,0,52
Haryana,2003,Incest cases,14,0,0,3,11,0,0,14
Haryana,2003,Other rape cases,339,2,5,67,237,28,0,339
Haryana,2003,Total,353,2,5,70,248,28,0,353
Haryana,2004,Total,386,2,2,20,315,47,0,386
Haryana,2004,Incest cases,20,0,0,3,13,4,0,20
Haryana,2004,Other rape cases,366,2,2,17,302,43,0,366
Haryana,2005,Other rape cases,446,0,34,94,171,141,6,446
Haryana,2005,Incest cases,15,0,0,3,10,2,0,15
Haryana,2005,Total,461,0,34,97,181,143,6,461
Haryana,2006,Incest cases,10,0,0,0,8,2,0,10
Haryana,2006,Other rape cases,598,1,22,153,368,49,5,598
Haryana,2006,Total,608,1,22,153,376,51,5,608
Haryana,2007,Other rape cases,485,17,24,79,321,41,3,485
Haryana,2007,Incest cases,3,0,2,0,1,0,0,3
Haryana,2007,Total,488,17,26,79,322,41,3,488
Haryana,2008,Other rape cases,623,10,21,36,491,61,4,623
Haryana,2008,Incest cases,8,0,1,2,4,0,1,8
Haryana,2008,Total,631,10,22,38,495,61,5,631
Haryana,2009,Total,603,19,27,70,430,54,3,603
Haryana,2009,Other rape cases,591,17,25,70,423,53,3,591
Haryana,2009,Incest cases,12,2,2,0,7,1,0,12
Haryana,2010,Total,720,4,23,80,481,127,5,720
Haryana,2010,Other rape cases,705,4,22,79,470,125,5,705
Haryana,2010,Incest cases,15,0,1,1,11,2,0,15
Haryana,2011,Incest cases,8,0,0,2,5,1,0,8
Haryana,2011,Other rape cases,725,9,15,40,545,114,2,725
Haryana,2011,Total,733,9,15,42,550,115,2,733
Haryana,2012,Incest cases,10,0,0,3,5,1,1,10
Haryana,2012,Other rape cases,658,39,63,171,309,72,6,660
Haryana,2012,Total,668,39,63,174,314,73,7,670
Himachal Pradesh,2001,Total,124,20,15,43,35,9,2,124
Himachal Pradesh,2001,Incest cases,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Other rape cases,124,20,15,43,35,9,2,124
Himachal Pradesh,2002,Other rape cases,136,5,4,16,71,36,4,136
Himachal Pradesh,2002,Total,137,5,5,16,71,36,4,137
Himachal Pradesh,2002,Incest cases,1,0,1,0,0,0,0,1
Himachal Pradesh,2003,Other rape cases,124,8,14,24,55,23,0,124
Himachal Pradesh,2003,Total,126,8,14,25,56,23,0,126
Himachal Pradesh,2003,Incest cases,2,0,0,1,1,0,0,2
Himachal Pradesh,2004,Incest cases,8,0,2,1,3,2,0,8
Himachal Pradesh,2004,Other rape cases,145,4,9,16,65,46,5,145
Himachal Pradesh,2004,Total,153,4,11,17,68,48,5,153
Himachal Pradesh,2005,Other rape cases,136,11,16,28,61,18,2,136
Himachal Pradesh,2005,Total,141,11,17,30,63,18,2,141
Himachal Pradesh,2005,Incest cases,5,0,1,2,2,0,0,5
Himachal Pradesh,2006,Other rape cases,106,4,7,26,64,4,1,106
Himachal Pradesh,2006,Incest cases,7,2,2,1,2,0,0,7
Himachal Pradesh,2006,Total,113,6,9,27,66,4,1,113
Himachal Pradesh,2007,Incest cases,2,1,0,0,0,1,0,2
Himachal Pradesh,2007,Total,159,11,19,46,58,23,2,159
Himachal Pradesh,2007,Other rape cases,157,10,19,46,58,22,2,157
Himachal Pradesh,2008,Incest cases,1,0,1,0,0,0,0,1
Himachal Pradesh,2008,Other rape cases,156,8,15,44,68,20,1,156
Himachal Pradesh,2008,Total,157,8,16,44,68,20,1,157
Himachal Pradesh,2009,Total,183,12,16,55,84,16,0,183
Himachal Pradesh,2009,Incest cases,10,1,2,5,1,1,0,10
Himachal Pradesh,2009,Other rape cases,173,11,14,50,83,15,0,173
Himachal Pradesh,2010,Total,160,8,16,48,67,20,1,160
Himachal Pradesh,2010,Other rape cases,153,8,13,46,66,20,0,153
Himachal Pradesh,2010,Incest cases,7,0,3,2,1,0,1,7
Himachal Pradesh,2011,Other rape cases,160,7,9,51,71,19,3,160
Himachal Pradesh,2011,Incest cases,8,0,3,2,2,1,0,8
Himachal Pradesh,2011,Total,168,7,12,53,73,20,3,168
Himachal Pradesh,2012,Total,183,10,15,64,69,24,1,183
Himachal Pradesh,2012,Incest cases,8,2,0,5,1,0,0,8
Himachal Pradesh,2012,Other rape cases,175,8,15,59,68,24,1,175
Jammu & Kashmir,2001,Incest cases,2,0,0,1,1,0,0,2
Jammu & Kashmir,2001,Other rape cases,167,0,24,40,83,20,0,167
Jammu & Kashmir,2001,Total,169,0,24,41,84,20,0,169
Jammu & Kashmir,2002,Total,192,0,0,7,140,44,1,192
Jammu & Kashmir,2002,Other rape cases,189,0,0,7,137,44,1,189
Jammu & Kashmir,2002,Incest cases,3,0,0,0,3,0,0,3
Jammu & Kashmir,2003,Total,211,1,1,0,147,62,0,211
Jammu & Kashmir,2003,Incest cases,2,0,0,0,2,0,0,2
Jammu & Kashmir,2003,Other rape cases,209,1,1,0,145,62,0,209
Jammu & Kashmir,2004,Incest cases,1,0,0,0,1,0,0,1
Jammu & Kashmir,2004,Other rape cases,217,2,0,2,169,44,0,217
Jammu & Kashmir,2004,Total,218,2,0,2,170,44,0,218
Jammu & Kashmir,2005,Total,201,1,0,3,153,42,2,201
Jammu & Kashmir,2005,Other rape cases,201,1,0,3,153,42,2,201
Jammu & Kashmir,2005,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Total,250,0,8,0,193,48,1,250
Jammu & Kashmir,2006,Other rape cases,250,0,8,0,193,48,1,250
Jammu & Kashmir,2006,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Total,288,0,5,10,176,97,0,288
Jammu & Kashmir,2007,Other rape cases,288,0,5,10,176,97,0,288
Jammu & Kashmir,2008,Total,219,2,0,3,155,59,0,219
Jammu & Kashmir,2008,Other rape cases,219,2,0,3,155,59,0,219
Jammu & Kashmir,2008,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Other rape cases,233,0,0,3,175,51,2,231
Jammu & Kashmir,2009,Total,237,0,1,3,177,52,2,235
Jammu & Kashmir,2009,Incest cases,4,0,1,0,2,1,0,4
Jammu & Kashmir,2010,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Other rape cases,245,0,1,7,187,50,0,245
Jammu & Kashmir,2010,Total,245,0,1,7,187,50,0,245
Jammu & Kashmir,2011,Other rape cases,277,2,3,15,201,56,0,277
Jammu & Kashmir,2011,Total,277,2,3,15,201,56,0,277
Jammu & Kashmir,2011,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Incest cases,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Other rape cases,303,2,4,7,222,66,2,303
Jammu & Kashmir,2012,Total,303,2,4,7,222,66,2,303
Jharkhand,2001,Total,567,9,3,4,478,73,0,567
Jharkhand,2001,Incest cases,12,1,3,4,2,2,0,12
Jharkhand,2001,Other rape cases,555,8,0,0,476,71,0,555
Jharkhand,2002,Incest cases,18,0,0,4,11,3,0,18
Jharkhand,2002,Other rape cases,779,0,0,39,665,75,0,779
Jharkhand,2002,Total,797,0,0,43,676,78,0,797
Jharkhand,2003,Total,712,0,6,10,606,90,0,712
Jharkhand,2003,Incest cases,14,0,2,6,6,0,0,14
Jharkhand,2003,Other rape cases,698,0,4,4,600,90,0,698
Jharkhand,2004,Other rape cases,779,0,0,39,665,75,0,779
Jharkhand,2004,Total,797,0,0,43,676,78,0,797
Jharkhand,2004,Incest cases,18,0,0,4,11,3,0,18
Jharkhand,2005,Incest cases,120,2,4,8,65,41,0,120
Jharkhand,2005,Other rape cases,633,4,3,4,319,302,1,633
Jharkhand,2005,Total,753,6,7,12,384,343,1,753
Jharkhand,2006,Other rape cases,705,2,39,177,369,116,2,705
Jharkhand,2006,Incest cases,94,0,6,21,50,17,0,94
Jharkhand,2006,Total,799,2,45,198,419,133,2,799
Jharkhand,2007,Other rape cases,855,0,15,8,639,188,5,855
Jharkhand,2007,Incest cases,0,0,0,0,0,0,0,0
Jharkhand,2007,Total,855,0,15,8,639,188,5,855
Jharkhand,2008,Other rape cases,779,1,2,5,655,114,2,779
Jharkhand,2008,Total,791,1,2,5,662,119,2,791
Jharkhand,2008,Incest cases,12,0,0,0,7,5,0,12
Jharkhand,2009,Incest cases,22,0,0,0,16,6,0,22
Jharkhand,2009,Other rape cases,697,4,0,5,478,210,0,697
Jharkhand,2009,Total,719,4,0,5,494,216,0,719
Jharkhand,2010,Other rape cases,762,0,0,0,594,168,0,762
Jharkhand,2010,Total,773,0,0,0,604,169,0,773
Jharkhand,2010,Incest cases,11,0,0,0,10,1,0,11
Jharkhand,2011,Total,784,0,7,42,591,142,2,784
Jharkhand,2011,Other rape cases,776,0,6,38,588,142,2,776
Jharkhand,2011,Incest cases,8,0,1,4,3,0,0,8
Jharkhand,2012,Total,812,3,4,59,620,126,0,812
Jharkhand,2012,Incest cases,0,0,0,0,0,0,0,0
Jharkhand,2012,Other rape cases,812,3,4,59,620,126,0,812
Karnataka,2001,Total,293,24,63,62,123,21,0,293
Karnataka,2001,Other rape cases,288,21,63,61,122,21,0,288
Karnataka,2001,Incest cases,5,3,0,1,1,0,0,5
Karnataka,2002,Incest cases,4,0,1,0,3,0,0,4
Karnataka,2002,Total,292,3,10,6,218,54,1,292
Karnataka,2002,Other rape cases,288,3,9,6,215,54,1,288
Karnataka,2003,Other rape cases,320,17,47,67,135,38,16,320
Karnataka,2003,Incest cases,1,1,0,0,0,0,0,1
Karnataka,2003,Total,321,18,47,67,135,38,16,321
Karnataka,2004,Other rape cases,284,13,14,12,197,48,0,284
Karnataka,2004,Incest cases,7,2,1,0,4,0,0,7
Karnataka,2004,Total,291,15,15,12,201,48,0,291
Karnataka,2005,Total,343,14,13,21,234,61,0,343
Karnataka,2005,Other rape cases,338,14,13,21,231,59,0,338
Karnataka,2005,Incest cases,5,0,0,0,3,2,0,5
Karnataka,2006,Total,400,23,16,46,268,45,2,400
Karnataka,2006,Other rape cases,398,23,15,46,267,45,2,398
Karnataka,2006,Incest cases,2,0,1,0,1,0,0,2
Karnataka,2007,Incest cases,2,0,0,1,1,0,0,2
Karnataka,2007,Other rape cases,434,20,32,31,296,48,7,434
Karnataka,2007,Total,436,20,32,32,297,48,7,436
Karnataka,2008,Total,446,21,24,52,301,47,1,446
Karnataka,2008,Other rape cases,446,21,24,52,301,47,1,446
Karnataka,2008,Incest cases,0,0,0,0,0,0,0,0
Karnataka,2009,Other rape cases,491,39,49,18,344,37,4,491
Karnataka,2009,Total,509,39,49,18,361,38,4,509
Karnataka,2009,Incest cases,18,0,0,0,17,1,0,18
Karnataka,2010,Total,586,10,47,69,369,88,3,586
Karnataka,2010,Other rape cases,584,10,47,69,367,88,3,584
Karnataka,2010,Incest cases,2,0,0,0,2,0,0,2
Karnataka,2011,Incest cases,1,1,0,0,0,0,0,1
Karnataka,2011,Other rape cases,635,20,24,59,471,60,1,635
Karnataka,2011,Total,636,21,24,59,471,60,1,636
Karnataka,2012,Other rape cases,619,27,55,223,259,50,5,619
Karnataka,2012,Incest cases,2,1,0,1,0,0,0,2
Karnataka,2012,Total,621,28,55,224,259,50,5,621
Kerala,2001,Incest cases,4,1,0,1,1,0,1,4
Kerala,2001,Other rape cases,558,18,46,125,305,64,0,558
