state_ut,district,year,rape,kidnapping_abduction,dowry_deaths,assault_intnt_outrage_modesty,inslt_modesty_women,cruelty_husban_reltvs,in_trafficking
chhattisgarh,bilaspur,2008,71,25,19,171,4,136,0
chhattisgarh,bizapur,2008,5,2,0,5,0,1,0
chhattisgarh,dantewara,2008,10,7,1,17,1,3,0
chhattisgarh,dhamtari,2008,26,4,3,47,4,19,0
chhattisgarh,durg,2008,109,12,11,218,17,118,0
chhattisgarh,grp raipur,2008,2,0,0,4,2,0,0
chhattisgarh,jagdalpur,2008,68,11,2,49,2,23,0
chhattisgarh,janjgir,2008,47,7,14,135,12,123,0
chhattisgarh,jashpur,2008,71,41,0,56,3,19,0
chhattisgarh,kabirdham,2008,29,4,5,79,6,23,0
chhattisgarh,kanker,2008,15,7,4,26,3,13,0
chhattisgarh,korba,2008,31,9,5,68,10,42,0
chhattisgarh,koriya,2008,54,5,2,93,6,34,0
chhattisgarh,mahasamund,2008,24,7,6,57,4,27,0
chhattisgarh,narayanpur,2008,1,0,0,0,0,0,0
chhattisgarh,raigarh,2008,30,7,7,74,8,45,0
chhattisgarh,raipur,2008,128,36,11,247,34,124,0
chhattisgarh,rajnandgaon,2008,60,12,7,72,5,57,0
chhattisgarh,sarguja,2008,78,8,3,89,3,27,0
chhattisgarh,surajpur,2008,78,7,3,71,1,39,0
goa,north goa,2008,15,17,0,15,2,5,0
goa,south goa,2008,15,11,2,17,10,7,0
gujarat,ahmedabad commr.,2008,44,137,1,78,19,1185,0
gujarat,ahmedabad rural,2008,3,35,1,16,0,67,0
gujarat,ahwa-dang,2008,3,2,0,2,0,11,0
gujarat,amreli,2008,8,58,0,31,3,128,0
gujarat,anand,2008,11,45,0,25,2,170,0
gujarat,bharuch,2008,13,29,0,13,2,114,0
gujarat,bhavnagar,2008,9,80,0,69,51,197,0
gujarat,dahod,2008,13,40,0,33,0,63,0
gujarat,gandhinagar,2008,8,35,3,18,2,200,0
gujarat,himatnagar,2008,16,34,0,22,0,217,0
gujarat,jamnagar,2008,17,25,0,14,1,239,0
gujarat,junagadh,2008,5,43,3,66,3,456,0
gujarat,kheda north,2008,8,39,0,40,0,219,0
gujarat,kutch,2008,16,42,1,26,6,334,0
gujarat,mehsana,2008,9,48,0,33,1,289,0
gujarat,narmada,2008,7,7,0,8,1,12,0
gujarat,navsari,2008,2,4,0,1,1,5,0
gujarat,palanpur,2008,37,43,1,34,0,201,0
gujarat,panchmahal,2008,8,53,0,29,2,148,0
gujarat,patan,2008,19,24,0,29,0,157,0
gujarat,porbandar,2008,3,11,0,5,0,48,0
gujarat,rajkot commr.,2008,12,40,1,30,19,312,0
gujarat,rajkot rural,2008,24,42,4,45,2,293,0
gujarat,surat commr.,2008,28,79,11,54,2,472,0
gujarat,surat rural,2008,3,5,0,7,0,30,0
gujarat,surendranagar,2008,21,38,0,50,1,133,0
gujarat,tapi,2008,3,2,0,2,0,6,0
gujarat,vadodara commr.,2008,7,30,0,16,3,268,0
gujarat,vadodara rural,2008,11,37,0,21,0,87,0
gujarat,valsad,2008,4,9,0,6,0,32,0
gujarat,w.rly,2008,2,3,1,5,1,1,0
haryana,ambala,2008,35,49,11,27,21,172,0
haryana,bhiwani,2008,33,36,14,24,20,111,0
haryana,faridabad,2008,46,94,21,23,97,173,0
haryana,fatehabad,2008,12,21,4,16,13,143,0
haryana,grp,2008,1,3,6,7,158,0,0
haryana,gurgaon,2008,35,66,19,27,32,123,0
haryana,hissar,2008,23,27,19,25,9,214,0
haryana,jhajjar,2008,22,15,20,13,42,115,0
haryana,jind,2008,38,23,18,21,15,73,0
haryana,kaithal,2008,14,16,13,14,0,150,0
haryana,karnal,2008,50,23,17,31,21,124,0
haryana,kurukshetra,2008,41,24,12,11,27,72,0
haryana,mahendragarh,2008,21,20,16,17,0,73,0
haryana,mewat,2008,29,13,7,6,6,114,0
haryana,palwal,2008,29,23,15,25,33,89,0
haryana,panchkula,2008,15,18,5,6,1,72,0
haryana,panipat,2008,30,34,13,16,17,62,0
haryana,rewari,2008,23,25,13,31,0,72,0
haryana,rohtak,2008,39,20,17,25,38,106,0
haryana,sirsa,2008,31,16,9,14,0,127,0
haryana,sonipat,2008,36,43,24,31,50,149,0
haryana,yamunanagar,2008,28,35,9,25,5,101,0
himachal pradesh,bilaspur,2008,10,7,2,28,5,35,0
himachal pradesh,chamba,2008,10,16,0,26,0,10,0
himachal pradesh,g.r.p.,2008,0,0,0,0,0,0,0
himachal pradesh,hamirpur,2008,8,12,0,15,7,39,0
himachal pradesh,kangra,2008,19,15,0,37,13,68,0
himachal pradesh,kinnaur,2008,4,2,0,3,0,3,0
himachal pradesh,kullu,2008,16,17,0,31,2,28,0
himachal pradesh,lahaul-spiti,2008,1,0,0,0,0,1,0
himachal pradesh,mandi,2008,32,13,1,75,8,42,0
himachal pradesh,shimla,2008,22,19,0,31,0,33,0
himachal pradesh,sirmaur,2008,10,13,0,19,0,30,0
himachal pradesh,solan,2008,14,13,0,13,2,17,0
himachal pradesh,una,2008,11,10,0,17,4,37,0
jammu & kashmir,anantnag,2008,13,74,0,63,17,0,0
jammu & kashmir,awantipora,2008,4,13,0,40,1,1,0
jammu & kashmir,bandipora,2008,1,44,0,74,7,0,0
jammu & kashmir,baramulla,2008,13,60,0,80,12,1,0
jammu & kashmir,budgam,2008,8,60,0,88,29,0,0
jammu & kashmir,crime jammu,2008,0,0,0,0,0,0,0
jammu & kashmir,crime srinagar,2008,0,0,0,0,0,0,0
jammu & kashmir,doda,2008,20,21,0,14,4,8,0
jammu & kashmir,ganderbal,2008,2,21,0,36,1,2,0
jammu & kashmir,handwara,2008,6,16,0,51,6,1,0
jammu & kashmir,jammu,2008,26,49,7,31,58,54,0
jammu & kashmir,kargil,2008,1,1,0,5,0,0,0
jammu & kashmir,kathua,2008,15,13,7,17,4,7,0
jammu & kashmir,kishtwar,2008,4,12,0,10,1,5,0
jammu & kashmir,kulgam,2008,5,43,0,63,4,1,0
jammu & kashmir,kupwara,2008,5,19,0,31,2,2,0
jammu & kashmir,leh,2008,6,3,0,7,0,0,0
jammu & kashmir,poonch,2008,16,21,0,35,6,13,0
jammu & kashmir,pulwama,2008,2,29,0,13,8,0,0
jammu & kashmir,railways,2008,0,1,0,0,0,0,0
jammu & kashmir,rajouri,2008,21,27,6,34,7,39,0
jammu & kashmir,ramban,2008,9,14,0,4,4,0,0
jammu & kashmir,reasi,2008,5,9,0,11,4,2,0
jammu & kashmir,samba,2008,2,9,1,7,1,3,0
jammu & kashmir,shopian,2008,6,14,0,49,5,1,0
jammu & kashmir,srinagar,2008,16,69,0,162,104,18,0
jammu & kashmir,udhampur,2008,13,14,0,10,11,4,0
jharkhand,bokaro,2008,40,37,15,0,2,65,0
jharkhand,chaibasa,2008,42,5,7,16,0,33,0
jharkhand,chatra,2008,11,14,14,1,0,2,0
jharkhand,deoghar,2008,33,2,6,5,5,29,12
jharkhand,dhanbad,2008,47,76,36,35,10,57,0
jharkhand,dhanbad rly.,2008,0,1,2,4,0,2,0
jharkhand,dumka,2008,60,23,17,7,0,66,0
jharkhand,garhwa,2008,21,16,9,15,0,20,0
jharkhand,giridih,2008,48,44,33,22,1,25,0
jharkhand,godda,2008,26,6,7,16,0,50,0
jharkhand,gumla,2008,38,11,0,11,0,8,0
jharkhand,hazaribagh,2008,57,61,36,31,0,97,0
jharkhand,jamshedpur,2008,41,16,14,18,5,74,0
jharkhand,jamshedpur rly.,2008,0,0,0,1,0,1,0
jharkhand,jamtara,2008,20,3,5,9,0,16,0
jharkhand,khunti,2008,8,2,1,1,0,1,0
jharkhand,koderma,2008,16,14,11,6,0,23,0
jharkhand,latehar,2008,11,11,6,10,0,6,0
jharkhand,lohardagga,2008,16,4,2,2,0,7,0
jharkhand,pakur,2008,53,2,1,9,0,103,0
jharkhand,palamu,2008,30,31,18,1,0,32,0
jharkhand,ramgarh,2008,11,18,5,6,0,13,0
jharkhand,ranchi,2008,62,62,12,23,0,88,27
jharkhand,sahebganj,2008,61,22,4,14,0,19,0
jharkhand,saraikela,2008,13,11,5,8,0,13,0
jharkhand,simdega,2008,26,7,0,0,0,1,0
karnataka,bagalkot,2008,2,15,6,62,2,56,0
karnataka,bangalore commr.,2008,54,2,52,179,1,307,0
karnataka,bangalore rural,2008,14,7,11,56,0,56,0
karnataka,belgaum,2008,30,45,9,180,9,233,0
karnataka,bellary,2008,11,10,10,41,0,49,0
karnataka,bidar,2008,7,17,11,105,2,55,0
karnataka,bijapur,2008,19,17,1,83,0,135,0
karnataka,cbpura,2008,7,13,9,37,0,22,0
karnataka,chamarajnagar,2008,4,3,4,29,0,35,0
karnataka,chickmagalur,2008,17,10,8,60,6,123,0
karnataka,chitradurga,2008,18,15,6,82,0,49,0
karnataka,dakshin kannada,2008,10,6,5,53,4,51,0
karnataka,davanagere,2008,10,31,9,60,5,102,0
karnataka,dharwad commr.,2008,3,10,1,16,1,44,0
karnataka,dharwad rural,2008,1,0,3,16,0,23,0
karnataka,gadag,2008,10,0,5,49,1,34,0
karnataka,gulbarga,2008,25,31,7,75,0,169,0
karnataka,hassan,2008,17,24,8,76,0,79,1
karnataka,haveri,2008,5,0,0,48,0,33,0
karnataka,k.g.f.,2008,5,5,3,14,0,33,0
karnataka,kodagu,2008,20,5,2,27,1,41,0
karnataka,kolar,2008,14,11,14,22,0,21,0
karnataka,koppal,2008,6,12,4,26,0,39,0
karnataka,mandya,2008,18,13,11,59,0,72,0
karnataka,mysore commr.,2008,23,22,4,28,0,151,0
karnataka,mysore rural,2008,13,7,15,68,0,97,0
karnataka,raichur,2008,19,21,7,86,0,106,0
karnataka,railways,2008,0,0,0,1,0,0,0
karnataka,ramanagar,2008,17,8,14,62,0,37,0
karnataka,shimoga,2008,14,23,3,101,5,207,0
karnataka,tumkur,2008,12,10,16,90,0,80,0
karnataka,udupi,2008,11,3,0,17,0,15,0
karnataka,uttar kannada,2008,10,9,1,46,7,84,0
kerala,alapuzha,2008,16,16,2,224,22,247,0
kerala,ernakulam commr.,2008,12,7,1,59,5,88,0
kerala,ernakulam rural,2008,35,9,3,134,24,175,0
kerala,idukki,2008,28,12,0,131,3,193,0
kerala,kannur,2008,33,7,1,111,13,276,0
kerala,kasargod,2008,28,6,1,92,6,202,0
kerala,kollam,2008,61,20,2,273,11,442,0
kerala,kottayam,2008,31,11,0,221,32,193,0
kerala,kozhikode commr.,2008,15,4,3,72,10,165,0
kerala,kozhikode rural,2008,39,6,2,151,29,288,0
kerala,malappuram,2008,51,7,2,149,28,525,0
kerala,palakkad,2008,42,8,4,133,4,296,0
kerala,pathanamthitta,2008,32,8,0,168,12,173,0
kerala,railways,2008,1,0,0,7,3,0,0
kerala,thrissur,2008,46,12,2,214,29,332,0
kerala,trivandrum commr.,2008,20,6,1,128,7,115,0
kerala,trivandrum rural,2008,43,20,7,404,9,314,0
kerala,wayanadu,2008,35,7,0,74,11,114,0
madhya pradesh,alirajpur,2008,41,14,1,37,1,7,0
madhya pradesh,anuppur,2008,42,2,4,53,1,23,0
madhya pradesh,ashok nagar,2008,47,3,16,107,8,35,0
madhya pradesh,balaghat,2008,61,6,8,131,11,38,0
madhya pradesh,barwani,2008,39,4,1,81,3,6,0
madhya pradesh,betul,2008,121,22,17,198,10,50,0
madhya pradesh,bhind,2008,27,9,30,60,1,38,0
madhya pradesh,bhopal,2008,113,36,28,207,39,157,0
madhya pradesh,bhopal rly.,2008,2,2,1,7,3,3,0
madhya pradesh,burhanpur,2008,14,2,3,55,0,30,0
madhya pradesh,chhatarpur,2008,57,14,22,194,20,58,0
madhya pradesh,chhindwara,2008,120,11,17,185,22,121,0
madhya pradesh,damoh,2008,46,12,15,126,0,47,0
madhya pradesh,datiya,2008,25,11,17,63,0,32,0
madhya pradesh,dewas,2008,73,14,10,191,42,150,0
madhya pradesh,dhar,2008,100,27,37,185,11,69,0
madhya pradesh,dindori,2008,20,1,2,33,1,4,0
madhya pradesh,guna,2008,72,13,9,134,16,25,0
madhya pradesh,gwalior,2008,42,47,24,126,17,139,0
madhya pradesh,harda,2008,18,7,6,42,39,0,0
madhya pradesh,hoshangabad,2008,64,14,16,130,19,44,0
madhya pradesh,indore,2008,122,46,35,343,63,369,0
madhya pradesh,indore rly.,2008,3,0,1,5,1,0,0
madhya pradesh,jabalpur,2008,127,40,42,288,67,146,0
madhya pradesh,jabalpur rly.,2008,1,1,0,7,1,0,0
madhya pradesh,jhabua,2008,31,18,4,32,0,9,0
madhya pradesh,katni,2008,48,5,18,97,7,57,0
madhya pradesh,khandwa,2008,52,10,5,154,27,37,0
madhya pradesh,khargon,2008,65,8,23,154,23,42,0
madhya pradesh,mandla,2008,47,2,4,87,14,25,0
madhya pradesh,mandsaur,2008,40,15,15,128,4,56,0
madhya pradesh,morena,2008,26,21,32,73,1,73,0
madhya pradesh,narsinghpur,2008,61,2,14,100,16,44,0
madhya pradesh,neemuch,2008,19,3,0,45,14,28,0
madhya pradesh,panna,2008,28,6,17,77,0,26,0
madhya pradesh,raisen,2008,67,17,19,150,0,35,0
madhya pradesh,rajgarh,2008,83,22,10,166,36,136,0
madhya pradesh,ratlam,2008,63,14,11,105,11,57,0
madhya pradesh,rewa,2008,82,26,26,124,7,67,0
madhya pradesh,sagar,2008,119,28,37,349,38,154,0
madhya pradesh,satna,2008,102,15,32,207,9,137,0
madhya pradesh,seoni,2008,61,14,7,103,14,21,0
madhya pradesh,shahdol,2008,47,13,16,139,9,57,0
madhya pradesh,shajapur,2008,57,13,12,161,34,77,0
madhya pradesh,sheopur,2008,13,5,0,32,2,19,0
madhya pradesh,shivpuri,2008,64,24,16,128,3,53,0
madhya pradesh,sidhi,2008,37,17,18,83,5,30,0
madhya pradesh,sihore,2008,57,18,8,89,16,57,0
madhya pradesh,singrauli,2008,40,12,22,87,1,27,0
madhya pradesh,tikamgarh,2008,35,10,25,107,2,36,0
madhya pradesh,ujjain,2008,78,25,23,215,37,158,0
madhya pradesh,umariya,2008,25,2,5,60,7,13,0
madhya pradesh,vidisha,2008,93,13,24,205,25,63,0
maharashtra,ahmednagar,2008,49,33,0,125,4,537,0
maharashtra,akola,2008,26,33,7,111,61,153,0
maharashtra,amravati commr.,2008,22,9,4,41,10,85,0
maharashtra,amravati rural,2008,47,18,3,137,33,146,0
maharashtra,aurangabad commr.,2008,21,30,4,51,16,138,0
maharashtra,aurangabad rural,2008,21,7,39,65,9,226,0
maharashtra,beed,2008,26,22,11,92,11,332,0
maharashtra,bhandara,2008,26,13,0,69,18,73,0
maharashtra,buldhana,2008,36,25,9,153,39,250,0
maharashtra,chandrapur,2008,37,28,14,112,146,221,0
maharashtra,dhule,2008,10,8,3,32,8,196,0
maharashtra,gadchiroli,2008,22,11,2,30,7,46,0
maharashtra,gondia,2008,38,13,3,84,25,58,0
maharashtra,hingoli,2008,17,9,7,54,6,99,0
maharashtra,jalgaon,2008,42,19,18,107,29,456,0
maharashtra,jalna,2008,16,10,27,53,7,309,0
maharashtra,kolhapur,2008,34,18,17,76,13,153,0
maharashtra,latur,2008,22,29,77,74,0,187,0
maharashtra,mumbai commr.,2008,218,116,11,436,121,502,0
maharashtra,mumbai rly.,2008,4,2,1,12,0,0,0
maharashtra,nagpur commr.,2008,53,28,7,91,71,237,0
maharashtra,nagpur rly.,2008,1,2,0,8,2,0,0
maharashtra,nagpur rural,2008,37,20,7,89,32,95,0
maharashtra,nanded,2008,23,22,8,77,6,252,0
maharashtra,nandurbar,2008,11,8,1,21,7,93,0
maharashtra,nasik commr.,2008,14,21,5,42,10,141,0
maharashtra,nasik rural,2008,36,17,5,61,24,287,0
maharashtra,navi mumbai,2008,12,14,1,31,11,72,0
maharashtra,osmanabad,2008,22,19,2,80,7,183,0
maharashtra,parbhani,2008,12,11,15,56,6,204,0
maharashtra,pune commr.,2008,92,80,7,113,73,273,0
maharashtra,pune rly.,2008,1,1,1,3,0,0,0
maharashtra,pune rural,2008,66,30,13,104,30,189,0
maharashtra,raigad,2008,17,5,5,33,10,41,0
maharashtra,ratnagiri,2008,26,12,0,33,27,55,0
maharashtra,sangli,2008,42,13,12,67,14,140,0
maharashtra,satara,2008,30,14,3,66,26,164,0
maharashtra,sindhudurg,2008,8,2,0,34,15,14,0
maharashtra,solapur commr.,2008,24,8,0,17,3,66,0
maharashtra,solapur rural,2008,63,37,9,101,0,241,0
maharashtra,thane commr.,2008,74,72,12,149,46,384,0
maharashtra,thane rural,2008,71,36,7,128,24,134,0
maharashtra,wardha,2008,26,22,5,128,36,116,0
maharashtra,washim,2008,20,18,2,59,18,110,0
maharashtra,yavatmal,2008,43,33,6,114,30,171,0
manipur,bishnupur,2008,3,11,0,16,0,4,0
manipur,chandel,2008,0,0,0,0,0,0,0
manipur,churachandpur,2008,2,0,0,0,0,0,0
manipur,cid,2008,0,0,0,0,0,0,0
manipur,imphal east,2008,9,24,0,14,0,5,0
manipur,imphal west,2008,12,31,1,22,0,7,0
manipur,senapati,2008,2,0,0,0,0,0,0
manipur,tamenglong,2008,0,0,0,0,0,0,0
manipur,thoubal,2008,9,21,0,5,0,12,0
manipur,ukhrul,2008,1,0,0,0,0,0,0
meghalaya,garo hills east,2008,1,2,0,1,0,0,0
meghalaya,garo hills south,2008,2,0,0,0,0,0,0
meghalaya,garo hills west,2008,10,4,0,21,3,13,0
meghalaya,jaintia hills,2008,18,4,0,7,0,0,0
meghalaya,khasi hills east,2008,34,10,2,14,1,19,0
meghalaya,khasi hills west,2008,16,3,0,2,0,0,0
meghalaya,ri-bhoi,2008,7,2,0,9,0,0,0
mizoram,aizawl,2008,39,0,0,36,0,4,0
mizoram,champhai,2008,7,0,0,5,0,0,0
mizoram,kolasib,2008,9,1,0,11,0,1,0
mizoram,lawngtlai,2008,8,0,0,2,0,0,0
mizoram,lunglei,2008,8,0,0,13,0,0,0
mizoram,mamit,2008,2,0,0,3,0,0,0
mizoram,saiha,2008,0,0,0,1,0,0,0
mizoram,serchhip,2008,4,0,0,7,0,0,0
nagaland,dimapur,2008,6,5,0,11,0,2,0
nagaland,kiphire,2008,0,0,0,0,0,0,0
nagaland,kohima,2008,6,0,0,1,0,2,0
nagaland,longleng,2008,0,0,0,0,0,0,0
nagaland,mokokchung,2008,1,0,0,0,0,0,0
nagaland,mon,2008,1,0,0,1,0,0,0
nagaland,peren,2008,1,0,0,0,0,0,0
nagaland,phek,2008,2,0,0,1,0,0,0
nagaland,tuensang,2008,1,0,0,0,0,0,0
nagaland,wokha,2008,0,2,0,1,1,0,0
nagaland,zunheboto,2008,1,0,0,0,0,0,0
odisha,angul,2008,47,41,16,186,11,61,0
odisha,balasore,2008,50,44,27,76,24,217,0
odisha,baragarh,2008,29,7,9,64,6,14,0
odisha,berhampur,2008,23,16,4,90,9,9,0
odisha,bhadrak,2008,58,39,16,73,27,106,0
odisha,bolangir,2008,34,19,12,132,8,18,0
odisha,boudh,2008,5,2,3,61,3,9,0
odisha,cuttack,2008,35,34,31,16,3,124,0
odisha,dcp bbsr,2008,36,24,23,61,7,38,0
odisha,dcp ctc,2008,18,17,15,18,3,55,0
odisha,deogarh,2008,13,6,5,96,3,36,0
odisha,dhenkanal,2008,26,20,19,187,9,31,0
odisha,gajapati,2008,8,3,2,52,6,3,0
odisha,ganjam,2008,48,33,13,259,16,12,0
odisha,jagatsinghpur,2008,25,27,20,22,0,51,0
odisha,jajpur,2008,36,62,40,98,15,109,0
odisha,jharsuguda,2008,12,8,6,67,8,35,0
odisha,kalahandi,2008,38,29,3,82,5,27,0
odisha,kandhamal,2008,46,11,3,70,2,39,0
odisha,kendrapara,2008,30,31,32,8,1,93,0
odisha,keonjhar,2008,66,46,22,203,27,34,0
odisha,khurda,2008,25,33,0,14,1,0,0
odisha,koraput,2008,47,27,3,113,7,45,0
odisha,malkangir,2008,12,7,0,33,5,10,0
odisha,mayurbhanj,2008,90,45,27,200,23,58,0
odisha,nayagarh,2008,34,21,10,7,5,85,0
odisha,nowrangpur,2008,26,19,0,79,16,32,0
odisha,nuapada,2008,14,11,2,59,4,37,0
odisha,puri,2008,37,18,13,24,7,87,0
odisha,rayagada,2008,19,10,6,54,1,23,0
odisha,rourkela,2008,38,19,5,98,5,66,0
odisha,sambalpur,2008,33,12,6,82,4,39,0
odisha,sonepur,2008,15,3,1,24,2,8,0
odisha,srp(cuttack),2008,1,1,0,6,0,0,0
odisha,srp(rourkela),2008,1,2,0,3,1,1,0
odisha,sundargarh,2008,38,15,7,65,8,6,0
punjab,amritsar,2008,15,44,6,25,11,66,0
punjab,amritsar rural,2008,10,17,6,5,2,27,0
punjab,barnala,2008,12,6,1,11,0,10,0
punjab,batala,2008,20,13,6,9,0,46,0
punjab,bhatinda,2008,20,28,4,29,5,39,0
punjab,faridkot,2008,15,10,1,9,0,16,0
punjab,fatehgarh sahib,2008,13,9,0,5,1,31,0
punjab,ferozpur,2008,30,22,8,29,0,39,0
punjab,g.r.p,2008,1,0,4,2,0,0,0
punjab,gurdaspur,2008,24,21,9,15,0,28,0
punjab,hoshiarpur,2008,35,17,13,21,0,73,0
punjab,jalandhar,2008,51,83,10,52,0,133,0
punjab,kapurthala,2008,24,14,4,19,0,27,0
punjab,khanna,2008,12,12,7,5,0,28,0
punjab,ludhiana,2008,46,78,10,36,21,92,0
punjab,ludhiana rural,2008,14,12,4,4,5,19,0
punjab,mansa,2008,13,9,3,6,0,12,0
punjab,moga,2008,19,17,3,19,0,22,0
punjab,muktsar,2008,12,8,3,6,0,19,0
punjab,patiala,2008,35,37,13,17,0,116,0
punjab,ropar,2008,10,9,2,18,1,27,0
punjab,sangrur,2008,34,13,4,15,3,62,0
punjab,sas ngr,2008,20,18,3,0,0,0,0
punjab,sbs nagar,2008,14,3,2,9,0,28,0
punjab,tarn taran,2008,18,14,2,22,0,24,0
rajasthan,ajmer,2008,45,84,17,108,0,516,0
rajasthan,alwar,2008,88,91,38,134,0,429,0
rajasthan,banswara,2008,42,45,8,66,1,85,0
rajasthan,baran,2008,52,45,10,169,0,181,0
rajasthan,barmer,2008,20,21,14,82,0,116,0
rajasthan,bharatpur,2008,74,75,24,39,0,371,0
rajasthan,bhilwara,2008,42,58,13,77,0,370,0
rajasthan,bikaner,2008,48,28,12,74,0,306,0
rajasthan,bundi,2008,33,52,3,98,0,224,0
rajasthan,chittorgarh,2008,40,80,6,73,1,402,0
rajasthan,churu,2008,37,22,16,16,0,212,0
rajasthan,dausa,2008,21,48,9,34,0,100,0
rajasthan,dholpur,2008,21,46,19,9,0,127,0
rajasthan,dungarpur,2008,26,48,11,66,0,94,0
rajasthan,g.r.p.,2008,2,1,1,17,0,0,0
rajasthan,ganganagar,2008,70,43,16,59,2,276,0
rajasthan,hanumangarh,2008,33,29,17,68,0,232,0
rajasthan,jaipur east,2008,20,61,6,54,2,140,0
rajasthan,jaipur north,2008,25,69,5,26,0,149,0
rajasthan,jaipur rural,2008,35,82,11,108,5,205,0
rajasthan,jaipur south,2008,15,44,9,26,0,162,0
rajasthan,jaisalmer,2008,4,6,10,19,0,24,0
rajasthan,jalore,2008,13,17,8,50,0,106,0
rajasthan,jhalawar,2008,44,44,6,144,2,262,0
rajasthan,jhunjhunu,2008,40,35,22,32,0,240,0
rajasthan,jodhpur city,2008,19,35,10,25,1,212,0
rajasthan,jodhpur rural,2008,32,21,17,47,0,81,0
rajasthan,karauli,2008,33,32,11,27,0,99,0
rajasthan,kota city,2008,24,55,10,40,1,307,0
rajasthan,kota rural,2008,34,26,4,76,0,201,0
rajasthan,nagaur,2008,33,48,18,142,0,257,0
rajasthan,pali,2008,43,79,13,116,1,323,0
rajasthan,pratapgarh,2008,49,52,2,51,0,138,0
rajasthan,rajsamand,2008,12,34,0,35,0,195,0
rajasthan,sawai madhopur,2008,16,39,6,29,0,144,0
rajasthan,sikar,2008,40,38,15,18,0,217,0
rajasthan,sirohi,2008,17,36,5,66,0,110,0
rajasthan,tonk,2008,22,46,6,41,3,206,0
rajasthan,udaipur,2008,91,148,11,159,0,294,0
sikkim,east,2008,5,2,0,5,0,3,0
sikkim,north,2008,1,0,0,1,0,0,0
sikkim,south,2008,9,1,0,10,0,0,0
sikkim,west,2008,5,1,0,3,0,2,0
tamil nadu,chennai,2008,35,32,25,46,67,165,0
tamil nadu,chennai rly.,2008,0,1,0,5,0,0,0
tamil nadu,chennaisuburban,2008,21,24,28,42,42,41,0
tamil nadu,coimbatore rural,2008,14,46,8,107,8,115,0
tamil nadu,coimbatore urban,2008,9,7,6,29,7,62,0
tamil nadu,cuddalore,2008,16,52,1,29,80,50,0
tamil nadu,dharmapuri,2008,12,36,2,136,3,43,0
tamil nadu,dindigul,2008,13,53,3,47,13,99,0
tamil nadu,erode,2008,21,45,1,78,16,30,0
tamil nadu,kanchipuram,2008,24,18,7,20,2,8,0
tamil nadu,kanyakumari,2008,8,42,6,27,70,71,0
tamil nadu,karur,2008,4,12,4,10,3,13,0
tamil nadu,krishnagiri,2008,20,36,2,40,5,21,0
tamil nadu,madurai rural,2008,18,24,9,72,1,75,0
tamil nadu,madurai urban,2008,4,14,5,11,2,42,0
tamil nadu,nagapattinam,2008,10,24,4,59,1,8,0
tamil nadu,namakkal,2008,19,37,5,49,24,25,0
tamil nadu,nilgiris,2008,4,4,1,20,0,9,0
tamil nadu,perambalur,2008,26,29,7,70,9,6,0
tamil nadu,pudukottai,2008,4,31,8,45,2,39,0
tamil nadu,ramnathapuram,2008,6,16,2,34,1,12,0
tamil nadu,salem rural,2008,35,101,3,217,0,94,0
tamil nadu,salem urban,2008,22,27,7,16,11,33,0
tamil nadu,sivagangai,2008,1,35,4,7,16,56,0
tamil nadu,thanjavur,2008,7,29,7,108,0,20,0
tamil nadu,theni,2008,7,32,4,30,5,35,0
tamil nadu,thirunelveli rural,2008,42,60,3,115,0,97,0
tamil nadu,thirunelveli urban,2008,8,12,2,7,49,7,0
tamil nadu,thiruvallur,2008,17,22,9,18,0,30,0
tamil nadu,thiruvannamalai,2008,20,34,3,20,47,16,0
tamil nadu,thiruvarur,2008,6,12,1,51,2,3,0
tamil nadu,thoothugudi,2008,11,40,4,3,343,64,0
tamil nadu,trichy rly.,2008,0,0,0,0,0,0,0
tamil nadu,trichy rural,2008,11,26,5,16,0,28,0
tamil nadu,trichy urban,2008,2,4,5,7,37,25,0
tamil nadu,vellore,2008,21,52,7,25,0,49,0
tamil nadu,villupuram,2008,58,50,6,70,31,88,0
tamil nadu,virudhunagar,2008,17,41,3,19,77,69,0
tripura,dhalai,2008,32,7,2,22,0,34,0
tripura,north,2008,46,21,2,62,0,169,0
tripura,south,2008,45,27,6,135,0,161,0
tripura,west,2008,81,55,6,127,4,371,0
uttar pradesh,agra,2008,42,183,77,123,109,479,0
uttar pradesh,aligarh,2008,62,124,58,37,74,213,0
uttar pradesh,allahabad,2008,49,124,68,91,55,259,0
uttar pradesh,ambedkar nagar,2008,18,45,13,20,20,133,0
uttar pradesh,auraiya,2008,11,27,12,7,14,36,0
uttar pradesh,azamgarh,2008,24,56,35,17,35,86,0
uttar pradesh,badaun,2008,11,41,32,27,47,25,0
uttar pradesh,baghpat,2008,19,43,15,16,8,61,0
uttar pradesh,bahraich,2008,24,62,27,24,22,37,0
uttar pradesh,ballia,2008,12,27,20,15,12,43,0
uttar pradesh,balrampur,2008,12,20,5,12,10,13,0
uttar pradesh,banda,2008,35,26,36,70,19,67,0
uttar pradesh,barabanki,2008,23,82,47,34,54,110,0
uttar pradesh,bareilly,2008,46,121,47,110,89,202,0
uttar pradesh,basti,2008,7,18,15,5,15,24,0
uttar pradesh,bijnor,2008,30,80,19,52,53,249,0
uttar pradesh,bulandshahar,2008,28,60,29,51,74,151,0
uttar pradesh,chandoli,2008,4,9,19,10,19,91,0
uttar pradesh,chitrakoot dham,2008,22,5,17,21,0,17,0
